219,47,-37,1.0,2
218,47,-46,1.0,2
217,47,-47,1.0,1
211,46,-46,1.0,2
212,46,-38,1.0,3
213,46,-34,1.0,2
200,40,-32,1.0,3
201,41,-27,1.0,3
193,36,-44,1.0,3
188,35,-38,1.0,2
185,32,-37,1.0,2
180,29,-37,1.0,2
177,26,-46,1.0,2
179,27,-41,1.0,2
175,24,-44,1.0,2
164,18,-40,1.0,2
171,22,-38,1.0,2
181,29,-33,1.0,2
189,35,-30,1.0,2
186,33,-33,1.0,2
182,29,-21,1.0,3
178,26,-23,1.0,1
172,22,-30,1.0,4
220,47,-9,1.0,2
205,43,-10,1.0,2
197,38,-14,1.0,2
190,35,-14,1.0,2
194,37,-10,1.0,3
209,45,-7,1.0,2
207,44,-3,1.0,1
191,35,-6,1.0,2
158,15,-35,1.0,2
224,48,2,1.0,2
210,45,0,1.0,3
206,43,-1,1.0,2
203,42,0,1.0,2
198,39,-2,1.0,2
151,10,-15,1.0,2
155,11,-15,1.0,3
154,11,-16,1.0,1
150,10,-16,1.0,2
216,46,3,1.0,2
195,37,0,1.0,3
153,11,-28,1.0,2
146,7,-22,1.0,3
143,5,-17,1.0,1
149,9,-47,1.0,2
147,8,-37,1.0,2
144,6,-44,1.0,3
139,3,-20,1.0,2
138,2,-28,1.0,2
137,2,-49,1.0,1
133,-1,-42,1.0,3
