141,4,-8,1.0,2
140,3,-5,1.0,3
122,-6,1,1.0,1
131,-2,0,1.0,3
125,-5,3,1.0,2
132,-2,8,1.0,1
119,-7,16,1.0,3
123,-6,15,1.0,2
117,-8,27,1.0,2
126,-5,25,1.0,2
127,-5,28,1.0,2
136,0,25,1.0,3
135,0,11,1.0,3
142,4,27,1.0,1
145,6,20,1.0,2
148,8,26,1.0,2
157,14,17,1.0,2
161,16,11,1.0,1
160,16,8,1.0,2
169,19,10,1.0,3
174,22,28,1.0,2
170,19,16,1.0,2
173,22,24,1.0,3
176,25,25,1.0,2
202,41,27,1.0,2
192,35,28,1.0,2
184,29,28,1.0,2
225,48,24,1.0,2
196,37,24,1.0,2
221,47,21,1.0,3
199,39,20,1.0,2
187,33,17,1.0,2
204,42,16,1.0,2
