140,3,-5,1.0,3
115,-9,-13,1.0,2
107,-13,-13,1.0,2
82,-24,-4,1.0,1
86,-22,-4,1.0,4
80,-25,-1,1.0,2
84,-23,-1,1.0,3
77,-26,2,1.0,1
83,-24,2,1.0,2
87,-22,1,1.0,2
131,-2,0,1.0,3
102,-14,0,1.0,3
112,-11,2,1.0,3
132,-2,8,1.0,1
122,-6,1,1.0,1
125,-5,3,1.0,2
44,-40,5,1.0,2
16,-47,18,1.0,1
4,-50,24,1.0,2
5,-50,27,1.0,3
12,-48,25,1.0,2
17,-47,21,1.0,3
36,-43,19,1.0,1
22,-46,28,1.0,1
23,-46,29,1.0,2
47,-39,25,1.0,2
35,-43,9,1.0,2
48,-38,13,1.0,2
46,-39,8,1.0,3
56,-35,10,1.0,2
59,-34,18,1.0,3
63,-32,19,1.0,2
62,-32,15,1.0,3
67,-31,22,1.0,3
72,-30,17,1.0,3
74,-29,20,1.0,1
95,-17,12,1.0,1
119,-7,16,1.0,3
123,-6,15,1.0,2
90,-20,8,1.0,2
88,-22,18,1.0,1
89,-22,25,1.0,2
92,-18,22,1.0,2
93,-18,27,1.0,2
64,-32,28,1.0,1
75,-28,28,1.0,1
96,-17,28,1.0,3
98,-16,24,1.0,2
104,-14,28,1.0,2
114,-10,24,1.0,2
117,-8,27,1.0,2
110,-12,20,1.0,2
126,-5,25,1.0,2
127,-5,28,1.0,2
136,0,25,1.0,3
135,0,11,1.0,3
142,4,27,1.0,1
91,-18,-11,1.0,3
11,-48,-2,1.0,3
61,-32,-8,1.0,2
3,-50,-3,1.0,2
